"abbreviation","type","subtype","lowbnd","uppbnd"
"EX_val_L_e","boundary","exchange",-1000,1000
"EX_xan_e","boundary","exchange",-1000,1000
"EX_xyl_D_e","boundary","exchange",-1000,1000
"EX_zn2_e","boundary","exchange",-1000,1000
"F1PPt","core","internal",-1000,1000
"FBA","core","internal",-1000,1000
"FBA2","core","internal",-1000,1000
"FBA3","core","internal",-1000,1000
"FBP","core","internal",0,1000
"FCLTc","core","internal",0,1000
"FDH","core","internal",0,1000
"FDNADOX_H","core","internal",-1000,1000
"FE2abc","core","internal",0,1000
"FE3abc","core","internal",0,1000
"FECRMabc","core","internal",0,1000
"FFSD","core","internal",0,1000
"FMNAT","core","internal",0,1000
"FOLABCCte","core","internal",0,1000
"FOLD3","core","internal",0,1000
"FOLabc","core","internal",0,1000
"FORTHFC","core","internal",-1000,1000
"FORt","core","internal",-1000,1000
"FPGS7","core","internal",0,1000
"FPGS_tm","core","internal",0,1000
"FRD2","core","internal",0,1000
"FRD3","core","internal",0,1000
"FRD7","core","internal",0,1000
"FRUK","core","internal",0,1000
"FRUpts","core","internal",0,1000
"FRUt2r","core","internal",-1000,1000
"FTHFCL","core","internal",0,1000
"FTHFL","core","internal",0,1000
"FUM","core","internal",-1000,1000
"FUMt2","core","internal",0,1000
"FXXRDO","core","internal",-1000,1000
"G1PACT","core","internal",0,1000
"G1PCT","core","internal",-1000,1000
"G1PTT","core","internal",0,1000
"G1SAT","core","internal",-1000,1000
"G3PAT120","core","internal",0,1000
"G3PAT140","core","internal",0,1000
"G3PAT141","core","internal",0,1000
"G3PAT160","core","internal",0,1000
"G3PAT161","core","internal",0,1000
"G3PAT180","core","internal",0,1000
"G3PAT181","core","internal",0,1000
"G3PATAI15","core","internal",0,1000
"G3PATAI17","core","internal",0,1000
"G3PATI14","core","internal",0,1000
"G3PATI15","core","internal",0,1000
"G3PATI16","core","internal",0,1000
"G3PATI17","core","internal",0,1000
"G3PCT","core","internal",0,1000
"G3PD1","core","internal",-1000,1000
"G3PD2","core","internal",0,1000
"G5SADs","core","internal",0,1000
"G5SDr","core","internal",-1000,1000
"G6PDA","core","internal",0,1000
"G6PI","core","internal",-1000,1000
"G6PI3","core","internal",-1000,1000
"G6Pt6_2","core","internal",0,1000
"GAL6PI","core","internal",-1000,1000
"GALASE_LACTL","core","internal",0,1000
"GALK","core","internal",0,1000
"GALM1r","core","internal",-1000,1000
"GALS3","core","internal",0,1000
"GALT","core","internal",-1000,1000
"GALTpts","core","internal",0,1000
"GALU","core","internal",-1000,1000
"GALURt2r","core","internal",-1000,1000
"GALabc","core","internal",0,1000
"GALt1r","core","internal",-1000,1000
"GAMYe","core","internal",0,1000
"GAMpts","core","internal",0,1000
"GAPD","core","internal",-1000,1000
"GAPD_NADP","core","internal",-1000,1000
"GARFTi","core","internal",0,1000
"GF6PTA","core","internal",0,1000
"GHMT2r","core","internal",-1000,1000
"GK1","core","internal",-1000,1000
"GK2","core","internal",-1000,1000
"GLCP3","core","internal",-1000,1000
"GLCS3","core","internal",-1000,1000
"GLCTR4r","core","internal",-1000,1000
"GLCabc","core","internal",0,1000
"GLCpts","core","internal",0,1000
"GLGC","core","internal",0,1000
"GLNS","core","internal",0,1000
"GLNSP1","core","internal",0,1000
"GLNSP2","core","internal",0,1000
"GLNSP3","core","internal",0,1000
"GLNabc","core","internal",0,1000
"GLU5K","core","internal",0,1000
"GLUCYS","core","internal",0,1000
"GLUDy","core","internal",-1000,1000
"GLUOX","core","internal",-1000,1000
"GLUPRT","core","internal",0,1000
"GLUR","core","internal",-1000,1000
"GLUSx","core","internal",0,1000
"GLUSy","core","internal",0,1000
"GLUTRR","core","internal",0,1000
"GLUTRS","core","internal",0,1000
"GLUt2r","core","internal",-1000,1000
"GLXO1","core","internal",0,1000
"GLYASN1c","core","internal",-1000,1000
"GLYASNabc","core","internal",0,1000
"GLYASP1c","core","internal",-1000,1000
"GLYASPabc","core","internal",0,1000
"GLYBabc","core","internal",0,1000
"GLYC3Pabc","core","internal",0,1000
"GLYCDx","core","internal",0,1000
"GLYCTO1","core","internal",0,1000
"GLYCTO2","core","internal",0,1000
"GLYCTO3","core","internal",0,1000
"GLYCTO4","core","internal",0,1000
"GLYCYSabc","core","internal",0,1000
"GLYCt","core","internal",-1000,1000
"GLYGLN1c","core","internal",-1000,1000
"GLYGLNabc","core","internal",0,1000
"GLYGLU1c","core","internal",-1000,1000
"GLYGLUabc","core","internal",0,1000
"GLYK","core","internal",0,1000
"GLYLEUHYDROc","core","internal",-1000,1000
"GLYLEUPEPT1tc","core","internal",0,1000
"GLYMET1c","core","internal",-1000,1000
"GLYMETabc","core","internal",0,1000
"GLYPHEHYc","core","internal",-1000,1000
"GLYPHEabc","core","internal",0,1000
"GLYPROPRO1c","core","internal",-1000,1000
"GLYPROabc","core","internal",0,1000
"GLYTYR1c","core","internal",-1000,1000
"GLYTYRabc","core","internal",0,1000
"GMPS2","core","internal",0,1000
"GPDDA1","core","internal",0,1000
"GPDDA2","core","internal",0,1000
"GPDDA4","core","internal",0,1000
"GRTT","core","internal",0,1000
"GTHS","core","internal",0,1000
"GTPCI","core","internal",0,1000
"GTPCII","core","internal",0,1000
"GTPDPK","core","internal",0,1000
"GUAD","core","internal",0,1000
"GUAPRT","core","internal",0,1000
"GUAt2","core","internal",0,1000
"GUI1","core","internal",-1000,1000
"GUI2","core","internal",-1000,1000
"H2CO3D","core","internal",-1000,1000
"H2Ot","core","internal",-1000,1000
"H2St","core","internal",-1000,1000
"H2td","core","internal",-1000,1000
"HACD1","core","internal",-1000,1000
"HBZOPT","core","internal",0,1000
"HCITS","core","internal",0,1000
"HDG3PACT","core","internal",-1000,1000
"HETT","core","internal",0,1000
"HETZK","core","internal",0,1000
"HEX1","core","internal",0,1000
"HEX4","core","internal",0,1000
"HEX7","core","internal",0,1000
"HEXSabc","core","internal",0,1000
"HEXTT","core","internal",0,1000
"HEXb","core","internal",0,1000
"HG2abc","core","internal",0,1000
"HISTD","core","internal",0,1000
"HISTDOX","core","internal",-1000,1000
"HISTLOX","core","internal",0,1000
"HISTP","core","internal",0,1000
"HKt","core","internal",0,1000
"HMBS","core","internal",0,1000
"HMPK1","core","internal",0,1000
"HMR_7137","core","internal",-1000,1000
"HPPK","core","internal",0,1000
"HSDx","core","internal",-1000,1000
"HSDy","core","internal",-1000,1000
"HSERTA","core","internal",-1000,1000
"HSK","core","internal",0,1000
"HSST","core","internal",0,1000
"HSTPTr","core","internal",-1000,1000
"HXAND","core","internal",0,1000
"HXPRT","core","internal",0,1000
"HYD4","core","internal",0,1000
"HYXNti","core","internal",0,1000
"IAHDGK","core","internal",0,1000
"IAPDGK","core","internal",0,1000
"IBCOATA","core","internal",-1000,1000
"ICDHy","core","internal",0,1000
"ICHORS","core","internal",-1000,1000
"ICHORT","core","internal",0,1000
"IG3PS","core","internal",0,1000
"IGPDH","core","internal",0,1000
"IGPS","core","internal",0,1000
"IHDCOATA","core","internal",-1000,1000
"IHDGK","core","internal",0,1000
"IHDUDPG","core","internal",-1000,1000
"IHDUDPMG","core","internal",-1000,1000
"IHPDCOATA","core","internal",-1000,1000
"IHXDGK","core","internal",0,1000
"ILETA","core","internal",-1000,1000
"ILEabc","core","internal",0,1000
"ILEt2r","core","internal",-1000,1000
"ILEt4","core","internal",0,1000
"IMACTD","core","internal",0,1000
"IMPC","core","internal",-1000,1000
"IMPD","core","internal",0,1000
"INS2D","core","internal",0,1000
"INSt2","core","internal",-1000,1000
"IPDCOATA","core","internal",-1000,1000
"IPDDI","core","internal",-1000,1000
"IPDGK","core","internal",0,1000
"IPDPS","core","internal",0,1000
"IPDPS2","core","internal",0,1000
"IPFPHS","core","internal",0,1000
"IPMD2","core","internal",0,1000
"IPMDr","core","internal",-1000,1000
"IPPMIa","core","internal",-1000,1000
"IPPMIb","core","internal",-1000,1000
"ISETACabc","core","internal",0,1000
"ISOMALT","core","internal",0,1000
"ITDCOATA","core","internal",-1000,1000
"ITDGK","core","internal",0,1000
"IVCOATA","core","internal",-1000,1000
"KARA1","core","internal",-1000,1000
"KARA2","core","internal",-1000,1000
"KARA3","core","internal",-1000,1000
"KAS14","core","internal",0,1000
"KESTOASEe","core","internal",0,1000
"KESTOPTASEe","core","internal",0,1000
"KESTOTTRASEe","core","internal",0,1000
"Kt1r","core","internal",-1000,1000
"Kt3","core","internal",0,1000
"L2A6ODs","core","internal",0,1000
"LACTLt","core","internal",-1000,1000
"LACZ","core","internal",0,1000
"LARGNAT","core","internal",-1000,1000
"LCTSabc","core","internal",0,1000
"LCYSTabc","core","internal",0,1000
"LDH_D","core","internal",-1000,1000
"LDH_D2","core","internal",0,1000
"LDH_L","core","internal",-1000,1000
"LEUTA","core","internal",-1000,1000
"LEUabc","core","internal",0,1000
"LEUt2r","core","internal",-1000,1000
"LEUt4","core","internal",0,1000
"LGTHL","core","internal",0,1000
"LPLIPAL1A120","core","internal",0,1000
"LPLIPAL1A140","core","internal",0,1000
"LPLIPAL1A141","core","internal",0,1000
"LPLIPAL1A160","core","internal",0,1000
"LPLIPAL1A161","core","internal",0,1000
"LPLIPAL1A180","core","internal",0,1000
"LPLIPAL1A181","core","internal",0,1000
"LPLIPAL1E120","core","internal",0,1000
"LPLIPAL1E140","core","internal",0,1000
"LPLIPAL1E141","core","internal",0,1000
"LPLIPAL1E160","core","internal",0,1000
"LPLIPAL1E161","core","internal",0,1000
"LPLIPAL1E180","core","internal",0,1000
"LPLIPAL1E181","core","internal",0,1000
"LPLIPAL1G120","core","internal",0,1000
"LPLIPAL1G140","core","internal",0,1000
"LPLIPAL1G141","core","internal",0,1000
"LPLIPAL1G160","core","internal",0,1000
"LPLIPAL1G161","core","internal",0,1000
"LPLIPAL1G180","core","internal",0,1000
"LPLIPAL1G181","core","internal",0,1000
"LPLIPAL2A120","core","internal",0,1000
"LPLIPAL2A140","core","internal",0,1000
"LPLIPAL2A141","core","internal",0,1000
"LPLIPAL2A160","core","internal",0,1000
"LPLIPAL2A161","core","internal",0,1000
"LPLIPAL2A180","core","internal",0,1000
"LPLIPAL2A181","core","internal",0,1000
"LPLIPAL2E120","core","internal",0,1000
"LPLIPAL2E140","core","internal",0,1000
"LPLIPAL2E141","core","internal",0,1000
"LPLIPAL2E160","core","internal",0,1000
"LPLIPAL2E161","core","internal",0,1000
"LPLIPAL2E180","core","internal",0,1000
"LPLIPAL2E181","core","internal",0,1000
"LPLIPAL2G120","core","internal",0,1000
"LPLIPAL2G140","core","internal",0,1000
"LPLIPAL2G141","core","internal",0,1000
"LPLIPAL2G160","core","internal",0,1000
"LPLIPAL2G161","core","internal",0,1000
"LPLIPAL2G180","core","internal",0,1000
"LPLIPAL2G181","core","internal",0,1000
"LYSDC","core","internal",0,1000
"L_AROND","core","internal",-1000,1000
"L_LACD","core","internal",0,1000
"L_LACD2","core","internal",0,1000
"L_LACD3","core","internal",0,1000
"L_LACt2r","core","internal",-1000,1000
"L_TRPCOO","core","internal",0,1000
"MADGBG","core","internal",-1000,1000
"MALT","core","internal",0,1000
"MALT6PH","core","internal",0,1000
"MALTHXabc","core","internal",0,1000
"MALTTRabc","core","internal",0,1000
"MALTabc","core","internal",0,1000
"MALTpts","core","internal",0,1000
"MAN1PT2","core","internal",0,1000
"MAN6PI","core","internal",-1000,1000
"MAN6Pt6_2","core","internal",0,1000
"MANA4","core","internal",-1000,1000
"MANTRabc","core","internal",0,1000
"MANabc","core","internal",0,1000
"MANpts","core","internal",0,1000
"MBDGBG","core","internal",-1000,1000
"MCOATA","core","internal",-1000,1000
"MDH","core","internal",-1000,1000
"ME2","core","internal",0,1000
"MECDPDH2","core","internal",0,1000
"MECDPS","core","internal",0,1000
"MELIBabc","core","internal",0,1000
"MELIBt2r","core","internal",-1000,1000
"MEOHt2","core","internal",-1000,1000
"MEPCT","core","internal",0,1000
"METALA1c","core","internal",-1000,1000
"METALAabc","core","internal",0,1000
"METAT","core","internal",0,1000
"METDabc","core","internal",0,1000
"METFR","core","internal",-1000,1000
"METS","core","internal",0,1000
"METSOX1abc","core","internal",0,1000
"METSOX2abc","core","internal",0,1000
"METabc","core","internal",0,1000
"MG2abc","core","internal",0,1000
"MGSA","core","internal",0,1000
"MGt5","core","internal",-1000,1000
"MK8t","core","internal",-1000,1000
"MLTG1","core","internal",0,1000
"MLTG2","core","internal",0,1000
"MLTG3","core","internal",0,1000
"MLTG4","core","internal",0,1000
"MLTG5","core","internal",0,1000
"MLTP1","core","internal",-1000,1000
"MLTP2","core","internal",-1000,1000
"MLTP3","core","internal",-1000,1000
"MNLpts","core","internal",0,1000
"MNt2","core","internal",0,1000
"MOBDabc","core","internal",0,1000
"MOHMT","core","internal",0,1000
"MOPSabc","core","internal",0,1000
"MSO3abc","core","internal",0,1000
"MTAN","core","internal",0,1000
"MTHFC","core","internal",-1000,1000
"MTHFD","core","internal",-1000,1000
"MTHPTGHM","core","internal",0,1000
"N2t","core","internal",-1000,1000
"NACabc","core","internal",0,1000
"NADH10","core","internal",0,1000
"NADH5","core","internal",0,1000
"NADH9","core","internal",0,1000
"NADK","core","internal",0,1000
"NADK2","core","internal",0,1000
"NADS1","core","internal",0,1000
"NADS2","core","internal",0,1000
"NAPRT","core","internal",0,1000
"NAt3_1","core","internal",-1000,1000
"NCPTRCA","core","internal",0,1000
"NDPK1","core","internal",-1000,1000
"NDPK2","core","internal",-1000,1000
"NDPK3","core","internal",-1000,1000
"NDPK4","core","internal",-1000,1000
"NDPK5","core","internal",-1000,1000
"NDPK6","core","internal",-1000,1000
"NDPK7","core","internal",-1000,1000
"NDPK8","core","internal",-1000,1000
"NDPK9","core","internal",-1000,1000
"NH4tb","core","internal",-1000,1000
"NIT_n1p4","core","internal",0,1000
"NNAM","core","internal",0,1000
"NNATr","core","internal",0,1000
"NNDMBRT","core","internal",0,1000
"NNDPR","core","internal",0,1000
"NO2t2r","core","internal",-1000,1000
"NO3R1","core","internal",0,1000
"NO3R2","core","internal",0,1000
"NO3abc","core","internal",0,1000
"NODOx","core","internal",0,1000
"NODOy","core","internal",0,1000
"NP1_r","core","internal",-1000,1000
"NP2MSUCCS","core","internal",0,1000
"NPHS","core","internal",0,1000
"NT5C","core","internal",0,1000
"NTD1","core","internal",0,1000
"NTD10","core","internal",0,1000
"NTD11","core","internal",0,1000
"NTD2","core","internal",0,1000
"NTD3","core","internal",0,1000
"NTD4","core","internal",0,1000
"NTD5","core","internal",0,1000
"NTD5_a","core","internal",0,1000
"NTD6","core","internal",0,1000
"NTD7","core","internal",0,1000
"NTD8","core","internal",0,1000
"NTD9","core","internal",0,1000
"NTPTP1","core","internal",0,1000
"NTRARx","core","internal",0,1000
"NTRARy","core","internal",0,1000
"NTRIR2x","core","internal",0,1000
"NTRIR2y","core","internal",0,1000
"NZP_NR","core","internal",-1000,1000
"O16G1e","core","internal",0,1000
"O16G2e","core","internal",0,1000
"O2t","core","internal",-1000,1000
"OBTFL","core","internal",0,1000
"OCBT","core","internal",-1000,1000
"OCDCAtr","core","internal",-1000,1000
"OHPBAT","core","internal",-1000,1000
"OHPHM","core","internal",0,1000
"OIVD1r","core","internal",-1000,1000
"OIVD3","core","internal",0,1000
"OMBZLM","core","internal",0,1000
"OMCDC","core","internal",0,1000
"OMMBLHX3","core","internal",0,1000
"OMPDC","core","internal",0,1000
"OMPHHX3","core","internal",0,1000
"OPHBDC","core","internal",0,1000
"OPHHX3","core","internal",0,1000
"ORNTAC","core","internal",-1000,1000
"OROTPT","core","internal",0,1000
"OROte","core","internal",0,1000
"P5CRyr","core","internal",-1000,1000
"PAAI17P","core","internal",0,1000
"PACTH","core","internal",0,1000
"PAI17P","core","internal",0,1000
"PANTS","core","internal",0,1000
"PAPA180","core","internal",0,1000
"PAPPT2","core","internal",0,1000
"PAPPT3","core","internal",0,1000
"PBUTT","core","internal",-1000,1000
"PBt","core","internal",0,1000
"PC11M","core","internal",0,1000
"PC17M","core","internal",0,1000
"PC20M","core","internal",0,1000
"PC6AR","core","internal",0,1000
"PC6YM","core","internal",0,1000
"PC8XM","core","internal",0,1000
"PCRESOLt2r","core","internal",-1000,1000
"PDHc","core","internal",0,1000
"PECTIN_DEGe","core","internal",0,1000
"PEPGLY","core","internal",0,1000
"PERD","core","internal",-1000,1000
"PFK","core","internal",0,1000
"PFK_ppi","core","internal",0,1000
"PFK_2","core","internal",0,1000
"PFK_3","core","internal",0,1000
"PFL","core","internal",0,1000
"PGAMT","core","internal",-1000,1000
"PGCDr","core","internal",-1000,1000
"PGI","core","internal",-1000,1000
"PGK","core","internal",-1000,1000
"PGM","core","internal",-1000,1000
"PGMT","core","internal",-1000,1000
"PGPGT","core","internal",-1000,1000
"PGPP120","core","internal",0,1000
"PGPP140","core","internal",0,1000
"PGPP141","core","internal",0,1000
"PGPP160","core","internal",0,1000
"PGPP161","core","internal",0,1000
"PGPP180","core","internal",0,1000
"PGPP181","core","internal",0,1000
"PGPPAI15","core","internal",0,1000
"PGPPAI17","core","internal",0,1000
"PGPPI14","core","internal",0,1000
"PGPPI15","core","internal",0,1000
"PGPPI16","core","internal",0,1000
"PGPPI17","core","internal",0,1000
"PGSA120","core","internal",0,1000
"PGSA140","core","internal",0,1000
"PGSA141","core","internal",0,1000
"PGSA160","core","internal",0,1000
"PGSA161","core","internal",0,1000
"PGSA180","core","internal",0,1000
"PGSA181","core","internal",0,1000
"PGSAAI15","core","internal",0,1000
"PGSAAI17","core","internal",0,1000
"PGSAI14","core","internal",0,1000
"PGSAI15","core","internal",0,1000
"PGSAI16","core","internal",0,1000
"PGSAI17","core","internal",0,1000
"PHETA1","core","internal",-1000,1000
"PHEt2r","core","internal",-1000,1000
"PHPB2i","core","internal",0,1000
"PIMEtr","core","internal",-1000,1000
"PIabc","core","internal",0,1000
"PIt6bi","core","internal",0,1000
"PIt7ir","core","internal",0,1000
"PLPS","core","internal",0,1000
"PMDPHT","core","internal",0,1000
"PMPK","core","internal",0,1000
"PMTCOATA","core","internal",-1000,1000
"PNP","core","internal",-1000,1000
"PNTK","core","internal",0,1000
"PNTOabc","core","internal",0,1000
"PNTOt4","core","internal",0,1000
"POR4","core","internal",-1000,1000
"PPA","core","internal",0,1000
"PPAKr","core","internal",-1000,1000
"PPALt2r","core","internal",-1000,1000
"PPBNGS","core","internal",0,1000
"PPCDC","core","internal",0,1000
"PPCKr","core","internal",-1000,1000
"PPDK","core","internal",0,1000
"PPIte","core","internal",0,1000
"PPM","core","internal",-1000,1000
"PPNCL3","core","internal",0,1000
"PPND","core","internal",0,1000
"PPND2","core","internal",0,1000
"PPNDH","core","internal",0,1000
"PPPGO3","core","internal",0,1000
"PRAGS","core","internal",0,1000
"PRAI","core","internal",-1000,1000
"PRAIS","core","internal",0,1000
"PRAMPC","core","internal",0,1000
"PRASCSi","core","internal",0,1000
"PRATPP","core","internal",0,1000
"PRFGS","core","internal",0,1000
"PRMICI","core","internal",-1000,1000
"PRO1x","core","internal",0,1000
"PROabc","core","internal",0,1000
"PROt4r","core","internal",-1000,1000
"PRPPS","core","internal",-1000,1000
"PSCVT","core","internal",-1000,1000
"PSD120","core","internal",0,1000
"PSD140","core","internal",0,1000
"PSD141","core","internal",0,1000
"PSD160","core","internal",0,1000
"PSD161","core","internal",0,1000
"PSD180","core","internal",0,1000
"PSD181","core","internal",0,1000
"PSDAI15","core","internal",0,1000
"PSDAI17","core","internal",0,1000
"PSDI14","core","internal",0,1000
"PSDI15","core","internal",0,1000
"PSDI16","core","internal",0,1000
"PSDI17","core","internal",0,1000
"PSERT","core","internal",0,1000
"PSP_L","core","internal",0,1000
"PSSA120","core","internal",0,1000
"PSSA140","core","internal",0,1000
"PSSA141","core","internal",0,1000
"PSSA160","core","internal",0,1000
"PSSA161","core","internal",0,1000
"PSSA180","core","internal",0,1000
"PSSA181","core","internal",0,1000
"PSSAAI15","core","internal",0,1000
"PSSAAI17","core","internal",0,1000
"PSSAI14","core","internal",0,1000
"PSSAI15","core","internal",0,1000
"PSSAI16","core","internal",0,1000
"PSSAI17","core","internal",0,1000
"PTA2","core","internal",0,1000
"PTAr","core","internal",-1000,1000
"PTPAT","core","internal",0,1000
"PTRCTA","core","internal",0,1000
"PTRCabc","core","internal",0,1000
"PUNP1","core","internal",-1000,1000
"PUNP2","core","internal",-1000,1000
"PUNP3","core","internal",-1000,1000
"PUNP4","core","internal",-1000,1000
"PUNP5","core","internal",-1000,1000
"PUNP6","core","internal",-1000,1000
"PUNP7","core","internal",-1000,1000
"PYDAMK","core","internal",0,1000
"PYDXK","core","internal",0,1000
"PYDXNK","core","internal",0,1000
"PYDXNabc","core","internal",0,1000
"PYK","core","internal",0,1000
"PYNP1r","core","internal",-1000,1000
"PYNP2r","core","internal",-1000,1000
"PYRt2r","core","internal",-1000,1000
"QULNS","core","internal",0,1000
"R05224","core","internal",0,1000
"RAFFabc","core","internal",0,1000
"RAFGH","core","internal",0,1000
"RAFH","core","internal",0,1000
"RB5PE","core","internal",-1000,1000
"RBFK","core","internal",0,1000
"RBFSa","core","internal",0,1000
"RBFSb","core","internal",0,1000
"RBK","core","internal",0,1000
"RBK_D","core","internal",0,1000
"RBK_L1","core","internal",0,1000
"RBP4E","core","internal",-1000,1000
"RHCCE","core","internal",0,1000
"RIBABCte","core","internal",0,1000
"RIBFLVt2","core","internal",0,1000
"RIBFLVt3","core","internal",0,1000
"RIBabc","core","internal",0,1000
"RNDR1","core","internal",0,1000
"RNDR2","core","internal",0,1000
"RNDR3","core","internal",0,1000
"RNDR4","core","internal",0,1000
"RNTR1","core","internal",0,1000
"RNTR2","core","internal",0,1000
"RNTR3","core","internal",0,1000
"RNTR4","core","internal",0,1000
"RPE","core","internal",-1000,1000
"RPI","core","internal",-1000,1000
"RZ5PP","core","internal",0,1000
"SADT","core","internal",0,1000
"SADT2","core","internal",0,1000
"SALCS2","core","internal",0,1000
"SALCpts","core","internal",0,1000
"SARCOX","core","internal",0,1000
"SBTDOX","core","internal",-1000,1000
"SBTpts","core","internal",0,1000
"SELNPS","core","internal",0,1000
"SERATi","core","internal",0,1000
"SGAT","core","internal",0,1000
"SHCHCC2","core","internal",0,1000
"SHCHD2","core","internal",0,1000
"SHCHF","core","internal",0,1000
"SHEMEabc","core","internal",0,1000
"SHK3Dr","core","internal",-1000,1000
"SHKK","core","internal",0,1000
"SHSL2","core","internal",0,1000
"SNCOAT","core","internal",-1000,1000
"SO4t2","core","internal",-1000,1000
"SPMDabc","core","internal",0,1000
"SPMS","core","internal",0,1000
"SPODM","core","internal",0,1000
"STCOATA","core","internal",-1000,1000
"STYSGH","core","internal",-1000,1000
"STYSabc","core","internal",0,1000
"SUCBZL","core","internal",0,1000
"SUCBZS","core","internal",0,1000
"SUCCt2r","core","internal",-1000,1000
"SUCD1","core","internal",-1000,1000
"SUCD4","core","internal",-1000,1000
"SUCDi","core","internal",0,1000
"SUCR","core","internal",0,1000
"SUCpts","core","internal",0,1000
"SUDPDGT","core","internal",0,1000
"SUDPMGT","core","internal",0,1000
"SULFACabc","core","internal",0,1000
"SULFR","core","internal",0,1000
"TAGURr","core","internal",-1000,1000
"TALA","core","internal",-1000,1000
"TARTD","core","internal",0,1000
"TAURabc","core","internal",0,1000
"TDCOATA","core","internal",-1000,1000
"TDG3PACT","core","internal",-1000,1000
"TDPDRE","core","internal",0,1000
"TDPDRRr","core","internal",-1000,1000
"TDPGDH","core","internal",0,1000
"TECA1S180","core","internal",-1000,1000
"TECA1SAI17","core","internal",-1000,1000
"TECA1SI17","core","internal",-1000,1000
"TECA2S180","core","internal",-1000,1000
"TECA2SAI17","core","internal",-1000,1000
"TECA2SI17","core","internal",-1000,1000
"TECA3S140","core","internal",0,1000
"TECA3S160","core","internal",0,1000
"TECA3S180","core","internal",0,1000
"TECA3SAI15","core","internal",0,1000
"TECA3SAI17","core","internal",0,1000
"TECA3SI14","core","internal",0,1000
"TECA3SI15","core","internal",0,1000
"TECA3SI16","core","internal",0,1000
"TECA3SI17","core","internal",0,1000
"TECA4S","core","internal",-1000,1000
"TECA5S140","core","internal",-1000,1000
"TECA5S160","core","internal",-1000,1000
"TECA5S180","core","internal",-1000,1000
"TECA5SAI15","core","internal",-1000,1000
"TECA5SAI17","core","internal",-1000,1000
"TECA5SI14","core","internal",-1000,1000
"TECA5SI15","core","internal",-1000,1000
"TECA5SI16","core","internal",-1000,1000
"TECA5SI17","core","internal",-1000,1000
"TECAAE","core","internal",-1000,1000
"TECAGE","core","internal",-1000,1000
"TECAUE","core","internal",-1000,1000
"TEICH45","core","internal",-1000,1000
"TGBPA","core","internal",-1000,1000
"THII","core","internal",-1000,1000
"THIORDXi","core","internal",0,1000
"THMDt2r","core","internal",-1000,1000
"THMabc","core","internal",0,1000
"THMt3","core","internal",-1000,1000
"THRAi","core","internal",0,1000
"THRD_L","core","internal",0,1000
"THRPD","core","internal",0,1000
"THRS","core","internal",0,1000
"THZPSN","core","internal",0,1000
"TKT1","core","internal",-1000,1000
"TKT2","core","internal",-1000,1000
"TMDK1","core","internal",0,1000
"TMDPK","core","internal",0,1000
"TMDS","core","internal",0,1000
"TMK","core","internal",0,1000
"TMN","core","internal",0,1000
"TMPK","core","internal",0,1000
"TMPPP","core","internal",0,1000
"TMPPP_1","core","internal",-1000,1000
"TPI","core","internal",-1000,1000
"TRDRr","core","internal",-1000,1000
"TRE6PH","core","internal",0,1000
"TREpts","core","internal",0,1000
"TRPS1","core","internal",0,1000
"TRPS2","core","internal",0,1000
"TRPS3","core","internal",0,1000
"TRPTA","core","internal",-1000,1000
"TRPt2r","core","internal",-1000,1000
"TRSAR","core","internal",0,1000
"TRSARry","core","internal",-1000,1000
"TSULabc","core","internal",0,1000
"TYRTA","core","internal",-1000,1000
"UAAGDS","core","internal",0,1000
"UACMAMAT","core","internal",-1000,1000
"UAG2E","core","internal",-1000,1000
"UAG2EMA","core","internal",-1000,1000
"UAG4E","core","internal",-1000,1000
"UAGCVT_r","core","internal",-1000,1000
"UAGDP","core","internal",0,1000
"UAGPT2","core","internal",0,1000
"UAGPT3","core","internal",0,1000
"UAMAGS","core","internal",0,1000
"UAMAS","core","internal",0,1000
"UAPGR","core","internal",0,1000
"UDCPDP","core","internal",0,1000
"UDCPDPS","core","internal",0,1000
"UDPG4E","core","internal",-1000,1000
"UDPGDr","core","internal",-1000,1000
"UGLT","core","internal",-1000,1000
"UGMDDS","core","internal",0,1000
"UMPK","core","internal",-1000,1000
"UPP3MT","core","internal",0,1000
"UPP3S","core","internal",0,1000
"UPPDC1","core","internal",0,1000
"UPPN","core","internal",0,1000
"UPPRT","core","internal",0,1000
"URAt2","core","internal",0,1000
"UREA","core","internal",0,1000
"UREAt","core","internal",-1000,1000
"URIDK3","core","internal",-1000,1000
"URIK1","core","internal",0,1000
"URIK10","core","internal",0,1000
"URIK11","core","internal",0,1000
"URIK12","core","internal",0,1000
"URIK13","core","internal",0,1000
"URIK14","core","internal",0,1000
"URIK2","core","internal",0,1000
"URIK3","core","internal",0,1000
"URIK4","core","internal",0,1000
"URIK5","core","internal",0,1000
"URIK6","core","internal",0,1000
"URIK7","core","internal",0,1000
"URIK8","core","internal",0,1000
"URIK9","core","internal",0,1000
"URIt2r","core","internal",-1000,1000
"UTPATPT","core","internal",-1000,1000
"VALTA","core","internal",-1000,1000
"VALabc","core","internal",0,1000
"VALt2r","core","internal",-1000,1000
"VALt4","core","internal",0,1000
"XANt2","core","internal",0,1000
"XPPT","core","internal",0,1000
"XYLI1","core","internal",-1000,1000
"XYLK","core","internal",0,1000
"XYLabc","core","internal",0,1000
"XYLt","core","internal",-1000,1000
"YUMPS","core","internal",-1000,1000
"ZNabc","core","internal",0,1000
"dreplication","core","internal",0,1000
"pbiosynthesis","core","internal",0,1000
"r0060","core","internal",0,1000
