reaction,lb,ub
AOBUTDs,0,1000
ARABASE3e,0,1000
ARAI_f,0,1000
ARAI_r,0,1000
ARBTpts,0,1000
ARBabc,0,1000
ARGDC,0,1000
ARGSL_f,0,1000
ARGSL_r,0,1000
ARGSS,0,1000
ARSENBt2_f,0,1000
ARSENBt2_r,0,1000
ASAD_f,0,1000
ASAD_r,0,1000
ASCBPL,0,1000
ASNS1,0,1000
ASNS2,0,1000
ASPCT,0,1000
ASPKi,0,1000
ASPO1,0,1000
ASPO6,0,1000
ASPT,0,1000
ASPTA_f,0,1000
ASPTA_r,0,1000
ATPPRT,0,1000
ATPS4,0,1000
BACCLi,0,1000
BGLA,0,1000
BGLA1,0,1000
BPNT,0,1000
BTDD_RR_f,0,1000
BTDD_RR_r,0,1000
BTNCLi,0,1000
BTNabc,0,1000
BTS4,0,1000
BUTKr_f,0,1000
BUTKr_r,0,1000
BUTSO3abc,0,1000
CBIAT_f,0,1000
CBIAT_r,0,1000
CBLAT_f,0,1000
CBLAT_r,0,1000
CBMK,0,1000
CBPS,0,1000
CD2abc1,0,1000
CD2t6r_f,0,1000
CD2t6r_r,0,1000
CDPGLYCGPT_f,0,1000
CDPGLYCGPT_r,0,1000
CDPMEK,0,1000
CELBpts,0,1000
CGLYabc,0,1000
CHLt2r_f,0,1000
CHLt2r_r,0,1000
CHOLSH,0,1000
CHORS,0,1000
CHRPL,0,1000
CITCAt_f,0,1000
CITCAt_r,0,1000
CITL,0,1000
CLOXAtex2,0,1000
CLPNS140_f,0,1000
CLPNS140_r,0,1000
CLPNS160_f,0,1000
CLPNS160_r,0,1000
CLPNS180_f,0,1000
CLPNS180_r,0,1000
CLPNSAI15_f,0,1000
CLPNSAI15_r,0,1000
CLPNSAI17_f,0,1000
CLPNSAI17_r,0,1000
CLPNSI14_f,0,1000
CLPNSI14_r,0,1000
CLPNSI15_f,0,1000
CLPNSI15_r,0,1000
CLPNSI16_f,0,1000
CLPNSI16_r,0,1000
CLPNSI17_f,0,1000
CLPNSI17_r,0,1000
CMLDC,0,1000
CMPSAS,0,1000
CO2t_f,0,1000
CO2t_r,0,1000
COBALTt5_f,0,1000
COBALTt5_r,0,1000
COBCOMOX_f,0,1000
COBCOMOX_r,0,1000
CODH_ACS,0,1000
CPC2MT,0,1000
CPC3MT,0,1000
CPC4MT,0,1000
CPC5MT,0,1000
CPC6MT,0,1000
CPC8MM_f,0,1000
CPC8MM_r,0,1000
CPPPGO,0,1000
CRO4t3_f,0,1000
CRO4t3_r,0,1000
CTPS1,0,1000
CTPS2,0,1000
CYRDAAT,0,1000
CYRDAS,0,1000
CYSS,0,1000
CYSS3r_f,0,1000
CYSS3r_r,0,1000
CYTD,0,1000
CYTDK1,0,1000
CYTDK2,0,1000
CYTDK3,0,1000
CYTDK4,0,1000
CYTK1_f,0,1000
CYTK1_r,0,1000
CYTK2_f,0,1000
CYTK2_r,0,1000
Cuabc,0,1000
Cut1,0,1000
D5KGK,0,1000
D5KGPA,0,1000
DADA,0,1000
DAPDA_f,0,1000
DAPDA_r,0,1000
DAPDC,0,1000
DAPE_f,0,1000
DAPE_r,0,1000
DAPMDH_f,0,1000
DAPMDH_r,0,1000
DASYN120,0,1000
DASYN140,0,1000
DASYN141,0,1000
DASYN160,0,1000
DASYN161,0,1000
DASYN180,0,1000
DASYN181,0,1000
DASYNAI15,0,1000
DASYNAI17,0,1000
DASYNI14,0,1000
DASYNI15,0,1000
DASYNI16,0,1000
DASYNI17,0,1000
DCMPDAi,0,1000
DCTPD,0,1000
DCTPD2,0,1000
DCYTD,0,1000
DDGLCNt2r_f,0,1000
DDGLCNt2r_r,0,1000
DDGLK,0,1000
DDPA,0,1000
DDPGA_f,0,1000
DDPGA_r,0,1000
DEXTRINASE,0,1000
DEXTRINabc,0,1000
DGK1_f,0,1000
DGK1_r,0,1000
DHAD1,0,1000
DHAD2,0,1000
DHAK,0,1000
DHFOR2_f,0,1000
DHFOR2_r,0,1000
DHFR_f,0,1000
DHFR_r,0,1000
DHFS,0,1000
DHNAOT4,0,1000
DHNAOT7,0,1000
DHNPA,0,1000
DHORD2,0,1000
DHORD5,0,1000
DHORDi,0,1000
DHORTS_f,0,1000
DHORTS_r,0,1000
DHPM1,0,1000
DHPM2,0,1000
DHPS,0,1000
DHQS,0,1000
DHQTi,0,1000
DKDID,0,1000
DKDID2,0,1000
DMATT,0,1000
DMPPS,0,1000
DMPPS2r_f,0,1000
DMPPS2r_r,0,1000
DMQMT,0,1000
DM_atp_c,0,1000
DM_btn,0,1000
DM_clpn180_c,0,1000
DM_clpnai17_c,0,1000
DM_clpni17_c,0,1000
DM_dhptd_c_f,0,1000
DM_dhptd_c_r,0,1000
DM_teich__45__BS_c,0,1000
DPCOAK,0,1000
DPRr_f,0,1000
DPRr_r,0,1000
DRBK,0,1000
DRIBabc,0,1000
DRPAr_f,0,1000
DRPAr_r,0,1000
DTMPK,0,1000
DURIPP_f,0,1000
DURIPP_r,0,1000
DUTPDP,0,1000
DXPRIr_f,0,1000
DXPRIr_r,0,1000
DXPS,0,1000
D_LACD,0,1000
D_LACt2_f,0,1000
D_LACt2_r,0,1000
E4PD_f,0,1000
E4PD_r,0,1000
EAR10M12x,0,1000
EAR11M12x,0,1000
EAR12M14x,0,1000
EAR13M14x,0,1000
EAR14M16x,0,1000
EAR15M16x,0,1000
EAR4M6x,0,1000
EAR5M6x,0,1000
EAR6M8x,0,1000
EAR7M8x,0,1000
EAR8M10x,0,1000
EAR9M10,0,1000
ECOAH1R_f,0,1000
ECOAH1R_r,0,1000
EDA_R_f,0,1000
EDA_R_r,0,1000
EHGLAT,0,1000
ENO_f,0,1000
ENO_r,0,1000
ETHAAL,0,1000
ETHAt2,0,1000
ETHSO3abc,0,1000
ETOHt2r_f,0,1000
ETOHt2r_r,0,1000
EX_26dap__M_e_f,0,1000
EX_26dap__M_e_r,0,1000
EX_2ddglcn_e_f,0,1000
EX_2ddglcn_e_r,0,1000
EX_Lcyst_e_f,0,1000
EX_Lcyst_e_r,0,1000
EX_ac_e_f,0,1000
EX_ac_e_r,0,1000
EX_acald_e_f,0,1000
EX_acald_e_r,0,1000
EX_acgam_e_f,0,1000
EX_acgam_e_r,0,1000
EX_alaasp_e_f,0,1000
EX_alaasp_e_r,0,1000
EX_alagln_e_f,0,1000
EX_alagln_e_r,0,1000
EX_alaglu_e_f,0,1000
EX_alaglu_e_r,0,1000
EX_alagly_e_f,0,1000
EX_alagly_e_r,0,1000
EX_alahis_e_f,0,1000
EX_alahis_e_r,0,1000
EX_alaleu_e_f,0,1000
EX_alaleu_e_r,0,1000
EX_alathr_e_f,0,1000
EX_alathr_e_r,0,1000
EX_arab__L_e_f,0,1000
EX_arab__L_e_r,0,1000
EX_arabttr_e_f,0,1000
EX_arabttr_e_r,0,1000
EX_arbt_e_f,0,1000
EX_arbt_e_r,0,1000
EX_arg__L_e_f,0,1000
EX_arg__L_e_r,0,1000
EX_arsenb_e_f,0,1000
EX_arsenb_e_r,0,1000
EX_biomass_e_f,0,1000
EX_biomass_e_r,0,1000
EX_btn_e_f,0,1000
EX_btn_e_r,0,1000
EX_butso3_e_f,0,1000
EX_butso3_e_r,0,1000
EX_ca2_e_f,0,1000
EX_ca2_e_r,0,1000
EX_cd2_e_f,0,1000
EX_cd2_e_r,0,1000
EX_cellb_e_f,0,1000
EX_cellb_e_r,0,1000
EX_cgly_e_f,0,1000
EX_cgly_e_r,0,1000
EX_chol_e_f,0,1000
EX_chol_e_r,0,1000
EX_cit_e_f,0,1000
EX_cit_e_r,0,1000
EX_cl_e_f,0,1000
EX_cl_e_r,0,1000
EX_co2_e_f,0,1000
EX_co2_e_r,0,1000
EX_cobalt2_e_f,0,1000
EX_cobalt2_e_r,0,1000
EX_cro4_e_f,0,1000
EX_cro4_e_r,0,1000
EX_cu2_e_f,0,1000
EX_cu2_e_r,0,1000
EX_dextrin_e_f,0,1000
EX_dextrin_e_r,0,1000
EX_drib_e_f,0,1000
EX_drib_e_r,0,1000
EX_etha_e_f,0,1000
EX_etha_e_r,0,1000
EX_ethso3_e_f,0,1000
EX_ethso3_e_r,0,1000
EX_etoh_e_f,0,1000
EX_etoh_e_r,0,1000
EX_fe2_e_f,0,1000
EX_fe2_e_r,0,1000
EX_fe3_e_f,0,1000
EX_fe3_e_r,0,1000
EX_fecrm_e_f,0,1000
EX_fecrm_e_r,0,1000
EX_for_e_f,0,1000
EX_for_e_r,0,1000
EX_fru_e_f,0,1000
EX_fru_e_r,0,1000
EX_fum_e_f,0,1000
EX_fum_e_r,0,1000
EX_gal_e_f,0,1000
EX_gal_e_r,0,1000
EX_galt_e_f,0,1000
EX_galt_e_r,0,1000
EX_gam_e_f,0,1000
EX_gam_e_r,0,1000
EX_glc__D_e_f,0,1000
EX_glc__D_e_r,0,1000
EX_glu__L_e_f,0,1000
EX_glu__L_e_r,0,1000
EX_glyasn_e_f,0,1000
EX_glyasn_e_r,0,1000
EX_glyasp_e_f,0,1000
EX_glyasp_e_r,0,1000
EX_glyb_e_f,0,1000
EX_glyb_e_r,0,1000
EX_glyc3p_e_f,0,1000
EX_glyc3p_e_r,0,1000
EX_glycys_e_f,0,1000
EX_glycys_e_r,0,1000
EX_glygln_e_f,0,1000
EX_glygln_e_r,0,1000
EX_glyglu_e_f,0,1000
EX_glyglu_e_r,0,1000
EX_glyleu_e_f,0,1000
EX_glyleu_e_r,0,1000
EX_glymet_e_f,0,1000
EX_glymet_e_r,0,1000
EX_glyphe_e_f,0,1000
EX_glyphe_e_r,0,1000
EX_glypro_e_f,0,1000
EX_glypro_e_r,0,1000
EX_glytyr_e_f,0,1000
EX_glytyr_e_r,0,1000
EX_h_e_f,0,1000
EX_h_e_r,0,1000
EX_h2_e_f,0,1000
EX_h2_e_r,0,1000
EX_h2o_e_f,0,1000
EX_h2o_e_r,0,1000
EX_hexs_e_f,0,1000
EX_hexs_e_r,0,1000
EX_hg2_e_f,0,1000
EX_hg2_e_r,0,1000
EX_hxan_e_f,0,1000
EX_hxan_e_r,0,1000
EX_ile__L_e_f,0,1000
EX_ile__L_e_r,0,1000
EX_isetac_e_f,0,1000
EX_isetac_e_r,0,1000
EX_k_e_f,0,1000
EX_k_e_r,0,1000
EX_lac__D_e_f,0,1000
EX_lac__D_e_r,0,1000
EX_lac__L_e_f,0,1000
EX_lac__L_e_r,0,1000
EX_lcts_e_f,0,1000
EX_lcts_e_r,0,1000
EX_leu__L_e_f,0,1000
EX_leu__L_e_r,0,1000
EX_lys__L_e_f,0,1000
EX_lys__L_e_r,0,1000
EX_malt_e_f,0,1000
EX_malt_e_r,0,1000
EX_malthx_e_f,0,1000
EX_malthx_e_r,0,1000
EX_malttr_e_f,0,1000
EX_malttr_e_r,0,1000
EX_man_e_f,0,1000
EX_man_e_r,0,1000
EX_mantr_e_f,0,1000
EX_mantr_e_r,0,1000
EX_melib_e_f,0,1000
EX_melib_e_r,0,1000
EX_met__L_e_f,0,1000
EX_met__L_e_r,0,1000
EX_metala_e_f,0,1000
EX_metala_e_r,0,1000
EX_mg2_e_f,0,1000
EX_mg2_e_r,0,1000
EX_mn2_e_f,0,1000
EX_mn2_e_r,0,1000
EX_mnl_e_f,0,1000
EX_mnl_e_r,0,1000
EX_mops_e_f,0,1000
EX_mops_e_r,0,1000
EX_mqn7_e_f,0,1000
EX_mqn7_e_r,0,1000
EX_mso3_e_f,0,1000
EX_mso3_e_r,0,1000
EX_na1_e_f,0,1000
EX_na1_e_r,0,1000
EX_nac_e_f,0,1000
EX_nac_e_r,0,1000
EX_nh4_e_f,0,1000
EX_nh4_e_r,0,1000
EX_o2_e_f,0,1000
EX_o2_e_r,0,1000
EX_ocdca_e_f,0,1000
EX_ocdca_e_r,0,1000
EX_orn_e_f,0,1000
EX_orn_e_r,0,1000
EX_oxa_e_f,0,1000
EX_oxa_e_r,0,1000
EX_pb_e_f,0,1000
EX_pb_e_r,0,1000
EX_phe__L_e_f,0,1000
EX_phe__L_e_r,0,1000
EX_pheme_e_f,0,1000
EX_pheme_e_r,0,1000
EX_pi_e_f,0,1000
EX_pi_e_r,0,1000
EX_pnto__R_e_f,0,1000
EX_pnto__R_e_r,0,1000
EX_pro__L_e_f,0,1000
EX_pro__L_e_r,0,1000
EX_ptrc_e_f,0,1000
EX_ptrc_e_r,0,1000
EX_raffin_e_f,0,1000
EX_raffin_e_r,0,1000
EX_rib__D_e_f,0,1000
EX_rib__D_e_r,0,1000
EX_ribflv_e_f,0,1000
EX_ribflv_e_r,0,1000
EX_salcn_e_f,0,1000
EX_salcn_e_r,0,1000
EX_sbt__D_e_f,0,1000
EX_sbt__D_e_r,0,1000
EX_so4_e_f,0,1000
EX_so4_e_r,0,1000
EX_spmd_e_f,0,1000
EX_spmd_e_r,0,1000
EX_stys_e_f,0,1000
EX_stys_e_r,0,1000
EX_succ_e_f,0,1000
EX_succ_e_r,0,1000
EX_sucr_e_f,0,1000
EX_sucr_e_r,0,1000
EX_sulfac_e_f,0,1000
EX_sulfac_e_r,0,1000
EX_taur_e_f,0,1000
EX_taur_e_r,0,1000
EX_thm_e_f,0,1000
EX_thm_e_r,0,1000
EX_thr__L_e_f,0,1000
EX_thr__L_e_r,0,1000
EX_tre_e_f,0,1000
EX_tre_e_r,0,1000
EX_tyr__L_e_f,0,1000
EX_tyr__L_e_r,0,1000
EX_ura_e_f,0,1000
EX_ura_e_r,0,1000
EX_val__L_e_f,0,1000
EX_val__L_e_r,0,1000
EX_xan_e_f,0,1000
EX_xan_e_r,0,1000
EX_xyl__D_e_f,0,1000
EX_xyl__D_e_r,0,1000
EX_zn2_e_f,0,1000
EX_zn2_e_r,0,1000
FACOAL140_f,0,1000
FACOAL140_r,0,1000
FACOAL160i,0,1000
FACOAL161_f,0,1000
FACOAL161_r,0,1000
FACOAL180i,0,1000
FACOAL181i,0,1000
FACOALAI15_f,0,1000
FACOALAI15_r,0,1000
FACOALAI17_f,0,1000
FACOALAI17_r,0,1000
FACOALI14_f,0,1000
FACOALI14_r,0,1000
FACOALI15_f,0,1000
FACOALI15_r,0,1000
FACOALI16_f,0,1000
FACOALI16_r,0,1000
FACOALI17_f,0,1000
FACOALI17_r,0,1000
FBA_f,0,1000
FBA_r,0,1000
FBA2_f,0,1000
FBA2_r,0,1000
FBA3_f,0,1000
FBA3_r,0,1000
FBP,0,1000
FCI_f,0,1000
FCI_r,0,1000
FCLK,0,1000
FCLPA_f,0,1000
FCLPA_r,0,1000
FDHfdx_f,0,1000
FDHfdx_r,0,1000
FE2abc,0,1000
FE3abc,0,1000
FECRMabc,0,1000
FFSD,0,1000
FMNAT,0,1000
FMNRx2,0,1000
FOLD3,0,1000
FORTHFC_f,0,1000
FORTHFC_r,0,1000
FORt_f,0,1000
FORt_r,0,1000
FPGS7,0,1000
FPGS_tm,0,1000
FRD2,0,1000
FRD3,0,1000
FRD7,0,1000
FRTT,0,1000
FRUK,0,1000
FRUpts,0,1000
FTHFL,0,1000
FUM_f,0,1000
FUM_r,0,1000
FUMt2,0,1000
G1PACT,0,1000
G1PTT,0,1000
G1SAT_f,0,1000
G1SAT_r,0,1000
G3PAT120,0,1000
G3PAT140,0,1000
G3PAT141,0,1000
G3PAT160,0,1000
G3PAT161,0,1000
G3PAT180,0,1000
G3PAT181,0,1000
G3PATAI15,0,1000
G3PATAI17,0,1000
G3PATI14,0,1000
G3PATI15,0,1000
G3PATI16,0,1000
G3PATI17,0,1000
G3PCT,0,1000
G3PD1_f,0,1000
G3PD1_r,0,1000
G3PD2,0,1000
G5SADs,0,1000
G5SDr_f,0,1000
G5SDr_r,0,1000
G6PBDH_f,0,1000
G6PBDH_r,0,1000
G6PDA,0,1000
G6PDH2,0,1000
G6PI_f,0,1000
G6PI_r,0,1000
G6PI3_f,0,1000
G6PI3_r,0,1000
GALK,0,1000
GALM1r_f,0,1000
GALM1r_r,0,1000
GALS3,0,1000
GALT_f,0,1000
GALT_r,0,1000
GALTpts,0,1000
GALabc,0,1000
GAMpts,0,1000
GAPD_f,0,1000
GAPD_r,0,1000
GARFTi,0,1000
GCALDD,0,1000
GF6PTA,0,1000
GGTA,0,1000
GGTT,0,1000
GHMT2r_f,0,1000
GHMT2r_r,0,1000
GK1_f,0,1000
GK1_r,0,1000
GK2_f,0,1000
GK2_r,0,1000
GLCP3_f,0,1000
GLCP3_r,0,1000
GLCS3_f,0,1000
GLCS3_r,0,1000
GLCTR4r_f,0,1000
GLCTR4r_r,0,1000
GLCabc,0,1000
GLCpts,0,1000
GLGC,0,1000
GLNS,0,1000
GLNSP1,0,1000
GLNSP2,0,1000
GLNSP3,0,1000
GLTPD_f,0,1000
GLTPD_r,0,1000
GLU5K,0,1000
GLUDxi,0,1000
GLUDy_f,0,1000
GLUDy_r,0,1000
GLUFORT_f,0,1000
GLUFORT_r,0,1000
GLUN,0,1000
GLUOX_f,0,1000
GLUOX_r,0,1000
GLUPRT,0,1000
GLUR_f,0,1000
GLUR_r,0,1000
GLUTRR,0,1000
GLUTRS,0,1000
GLUt2r_f,0,1000
GLUt2r_r,0,1000
GLXO1,0,1000
GLYASN1c_f,0,1000
GLYASN1c_r,0,1000
GLYASNabc,0,1000
GLYASP1c_f,0,1000
GLYASP1c_r,0,1000
GLYASPabc,0,1000
GLYBt2r_f,0,1000
GLYBt2r_r,0,1000
GLYC3Pabc,0,1000
GLYC3Pt_f,0,1000
GLYC3Pt_r,0,1000
GLYCDx,0,1000
GLYCLTDxr_f,0,1000
GLYCLTDxr_r,0,1000
GLYCYSabc,0,1000
GLYGLN1c_f,0,1000
GLYGLN1c_r,0,1000
GLYGLNabc,0,1000
GLYGLU1c_f,0,1000
GLYGLU1c_r,0,1000
GLYGLUabc,0,1000
GLYK,0,1000
GLYLEUHYDROc_f,0,1000
GLYLEUHYDROc_r,0,1000
GLYLEUPEPT1tc,0,1000
GLYMET1c_f,0,1000
GLYMET1c_r,0,1000
GLYMETabc,0,1000
GLYOX,0,1000
GLYPHEHYc_f,0,1000
GLYPHEHYc_r,0,1000
GLYPHEabc,0,1000
GLYPROPRO1c_f,0,1000
GLYPROPRO1c_r,0,1000
GLYPROabc,0,1000
GLYTYR1c_f,0,1000
GLYTYR1c_r,0,1000
GLYTYRabc,0,1000
GMPS2,0,1000
GND,0,1000
GNNUC,0,1000
GPDDA1,0,1000
GPDDA2,0,1000
GPDDA4,0,1000
GRTT,0,1000
GTPCI,0,1000
GTPDPK,0,1000
GUAD,0,1000
GUAPRT,0,1000
GUI1_f,0,1000
GUI1_r,0,1000
GUI2_f,0,1000
GUI2_r,0,1000
H2CO3D_f,0,1000
H2CO3D_r,0,1000
H2Ot_f,0,1000
H2Ot_r,0,1000
H2td_f,0,1000
H2td_r,0,1000
HACD1_f,0,1000
HACD1_r,0,1000
HACD2_f,0,1000
HACD2_r,0,1000
HACD3_f,0,1000
HACD3_r,0,1000
HACD4_f,0,1000
HACD4_r,0,1000
HACD5_f,0,1000
HACD5_r,0,1000
HACD6_f,0,1000
HACD6_r,0,1000
HACD7_f,0,1000
HACD7_r,0,1000
HACD9_f,0,1000
HACD9_r,0,1000
HADPCOADH3,0,1000
HBZOPT,0,1000
HDG3PACT_f,0,1000
HDG3PACT_r,0,1000
HEMEti,0,1000
HETT,0,1000
HETZK,0,1000
HEX1,0,1000
HEX4,0,1000
HEX7,0,1000
HEXSabc,0,1000
HEXTT,0,1000
HEXb,0,1000
HG2abc,0,1000
HIBD,0,1000
HISD,0,1000
HISTDOX_f,0,1000
HISTDOX_r,0,1000
HISTLOX,0,1000
HISTP,0,1000
HKt,0,1000
HMBS,0,1000
HMGCOAS_f,0,1000
HMGCOAS_r,0,1000
HMPK1,0,1000
HOPNTAL,0,1000
HPPK,0,1000
HPYRI_f,0,1000
HPYRI_r,0,1000
HSDx_f,0,1000
HSDx_r,0,1000
HSDy_f,0,1000
HSDy_r,0,1000
HSST,0,1000
HSTPTr_f,0,1000
HSTPTr_r,0,1000
HXAND,0,1000
HXPRT,0,1000
HYDFDN2rfdx_f,0,1000
HYDFDN2rfdx_r,0,1000
HYDFDNrfdx_f,0,1000
HYDFDNrfdx_r,0,1000
HYXNt_f,0,1000
HYXNt_r,0,1000
IBCOATA_f,0,1000
IBCOATA_r,0,1000
ICHORT,0,1000
IG3PS,0,1000
